,id,lstm_deviation,bayes_deviation,user_sentiment,review_id,review
26,27,0.00043613194104996644,0.6378331749025574,0.98,2000,"I watched this film on ITV and I enjoyed it a lot. It was very watchable and very funny. Julie Walters and Rupert Grint were perfect in their roles. Julie Walters gets a special mention since she creates a wonderful diverse interesting character to watch. Ben's character is kinda shy and Stoic but the changes he goes through are wonderfully acted out by Rupert Grint, I would definitely say he has a future in acting after Harry Potter.<br /><br />Laura Linney is quite good in her role as Ben's over protective mother, the only thing they went wrong with is by making her too....Villain-y. Ben's father was also an interesting contrast to his mother, and in the end he is quite honourable too. The only character i wasn't keen on was Bryony, she was a bit plain and unnecessary i thought.<br /><br />Overall this is a great comedy drama that is very easy to watch. one of my favourite films of the year easily."
27,28,0.09189092013060698,0.6974459907173284,0.05,3465,"I can't believe that anyone would green light this let alone voluntarily star in it. I will never be able to get that 90 mins of my life back.<br /><br />This has to be one of the worst films I have ever seen. Some films are so bad they're good. This has gone so far round again that's somehow it's so bad it's terrible. I was not exactly expecting much, it being a low budget, bandwagon jumping, rehash of a B Movie, but it still came in way under my expectation levels. Even TV movies have higher production values.<br /><br />There were (very) poor special effects, shocking dialogue, terrible acting and a completely unexplained plot. Who cursed her and why, why did the 6 inch snakes turn into 15 foot snakes, has anyone ever heard of highly venomous garter snakes or pythons? 100 passengers? 3,000 snakes? So many promises, none delivered. <br /><br />Some comments would have you believe that this film is worth watching for the last five minutes. It's not even worth a rental. Stay in and watch a low budget TV movie, you'll enjoy it a lot more. <br /><br />Why was this made? Oh yes, to shamelessly cash in on the internet phenomenon that is SOAP. Shame on you Mallachi Brothers, shame on you"
28,29,0.130120450369,0.06352689551661372,0.24,3527,"Hell to Pay was a disappointment. It did not have anywhere near the substance of a B Western movie, and should in no way be compared to a fantastic movie like Silverado. The dialog was dull, the plot was torpid, the soundtrack was overbearingly unnecessary, and the acting was awful. Even the professionals could've taken some lessons from the Sunset Carson School of Acting. The only positive thing about this movie is that it showcased some of the top Cowboy shooters in the nation, but you can see them in a better light in any SASS video. The packaging of this feature makes it very enticing, and the preview is decent, but it's all over after that."
29,30,0.0,0.042881030372932116,0.78,1253,"I thought this movie was perfect for little girls. It was about a magical place where Genevieve and all her sisters could do what they wanted to do the most anytime they'd like. Most little girls would like this story, even though there is the thought of death in it. Although no one dies, the king almost does, but little girls would not understand it, so it adds up to make a perfect story. All the events add up, creating a great plot that can have a meaning if you dig deep enough. This story is perfect for little girls, and since it is a barbie movie, the kids can have more fun with it, especially if they have barbies of their own. Anyone can have fun with it, though, because it is so cute and understandable. Overall, I think this movie is a good movie for everyone, especially little girls, and will give anyone a smile at least once during it."
30,31,0.130120450369,0.06222585062791075,0.22,3648,"I can't emphasize it enough, do *NOT* get this movie for the kids.<br /><br />For that matter, you'd best spare the adults from it as well.<br /><br />All right, perhaps I'm overexaggerating a little. This isn't the worst kids' movie... no, let me rephrase that. This isn't the worst movie made by dissilusioned adults FOR dissilusioned adults and somehow marketed towards kids (that would be ""Jack"", which I've been meaning to review / gut like a fish).<br /><br />Adults won't learn anything surprising (well, if you must, fast-forward to just before the end credits for a Educational Bit about an Interesting Cosmic Phenominon). We don't usually end up doing as adults what we wanted to do as kids as reality tends to get in the way. Well, duh, I could have told you that (so can four years of college at an art school, but I degress).<br /><br />I have no idea what the heck kids could possibly get out of this movie. Most likely it will only upset them (we get to watch the moment when Russ was traumatized at eight years old). There's a better movie, ""Kiki's Delivery Service"", that has essentially the same message but handles it litely instead of drilling it into your head. And the adults will like it too!<br /><br />By the way, there is a moment in the movie made with amature MST3K-ers in mind, if they think of that OTHER Bruce Willis movie with a sad little kid in it."
31,32,0.0,0.18283928065659644,0.34,2274,"He's the only reason to see this film. He gives a very good performance--much better than this crap deserves. He's very handsome and very talented--he deserves better than this. Also depressing is to see Malcolm McDowell in this. He's another talented actor who deserves better but, like Esai, he gives a very good performance. So, if you're fans of either of them you might want to watch. Otherwise, stay away. One more complaint--couldn't we have had more scenes of Esai shirtless?"
32,33,0.0,0.4222034870745762,0.86,1200,Love and war did happen on the other side of the iron curtain and by looking losely at it love was just as strong as in the West and war was often more poignant (should I say more realistic ?).<br /><br />This film is as much about war and love as it is about the Soviet thaw of Mr K's era. It also reminds us than the best war movies were not necessarily made in the 1990's with rivers of hemoglobin and millions of USD spent on special effects and marketed actors.<br /><br />This movie is a classic of Soviet cinema and a outstanding picture of one of the greatest human tragedies : war.<br /><br />
33,34,0.13012045078909,0.3828000170608018,0.01,4343,"I had the misfortune of seeing this crapulous effort on television a few years ago. Suffice it to say Michael Gross phones in his performance, and Hasselhoff is the least convincing thief/psycho...EVER! If you have a couple of hours to kill, watch it and prepare to laugh."
34,35,0.13012045078909001,0.22170157990483785,0.38,4444,"The most positive points in this film were the credits (text style) and some moments in Ice-T's acting. The story-line; two rival gangs having to fight it out, with the sub-plots of betrayal, power and change are well worn plots but in this case painful(very) to wade through. The decrepit scenery, which added slight believability in places, and questionable lighting, constantly distracted from any interest/identification with the characters (the shine off of the actress's forehead/nose was blinding, not to mention other scenes with the same problem.) Not even half way into the film I wanted to know more about how and why it came about as opposed to what was going on on screen. A disappointment if you have seen Ice-T in other roles. Kudos to other actors/actresses who seemed to get into their roles despite the weak direction; Corrupt's side kick and the other restaurant worker."
35,36,0.09189092013060701,0.46110334963606847,0.22,3333,"This show lasted for most of the 1980s, and had its moments, but plots were usually dishwater thin and often painfully unfunny.<br /><br />Terry Scott and June Whitfield were wasted in this sitcom, they both deserved better, but it does provide some fond memories and I have found myself smiling at some repeated scenes. June Whitfield's talent for comedy is allowed to shine through on occasion (when she is not being a foil to Terry) and she really is clever.<br /><br />The 1980s is the last decade where you will find this kind of middle class, middle aged comedy, and many people remember it fondly, but I prefer to remember the decade for alternative comedy and the biting satire of Spitting Image."
36,37,0.01050400102022997,0.5544885609572473,0.9,2222,"Much better than expected. Good family flick - catch it on reruns. The whole is more than the sum of its parts. Paul Giamatti chews up the scenery - he has way more talent then the role deserves. A treat to watch Inspector Uhl from ""The Illusionist"" go over the top. The blue man scenes had my 11 year old in stitches. The cameos were particular fun for the parents - nice to see Lee Majors and Urkel (umm, Jaleel) again. It's going to be tough to think up 10 lines for this film , but let's hear it for a movie that promotes honesty between a child and their parents! Amanda Bynes does a fine job when she gets to be part of the sting. I normally can't stand Frankie Muniz but he is just fine here. Hats off to the casting director - if only for hiring Giamatti!"
37,38,0.48012304099989,0.24581653159573758,0.94,1111,"This is one of my three all-time favorite movies. My only quibble is that the director, Peter Yates, had too many cuts showing the actors individually instead of together as a scene, but the performances were so great I forgive him.<br /><br />Albert Finney and Tom Courtenay are absolutely marvelous; brilliant. The script is great, giving a very good picture of life in the theatre during World War II (and, therefore, what it was like in the 30s as well). Lots of great, subtle touches, lots of broad, overplayed strokes, all of it perfectly done. Scene after scene just blows me away, and then there's the heartbreaking climax."
38,39,0.0,0.5181834325980164,0.2,2323,"This film is so copy-cat, cliché-ridden, clumsy, and laboured, I find it astounding that anyone could not feel cheated by the experience of sitting through it. <br /><br />Here is the range of idiotic clichés, ridiculous psychologising, and simply unfeasible storytelling in this ""hard hitting"" representation of high school: The tough guy jock is really a homosexual. The A-student is unhappy because his father pushes him and somehow this causes him to commit incest. A teacher is mean to a student who wets his pants in class. A girl who is going out with the above-mentioned jock is really in love with him and ""just wants a family"".<br /><br />Maybe the only saving grace is the student counsellor scenes which are vaguely interesting, but most of the devices in this film are so leaden that it beggars belief. <br /><br />This film shows me no insight into teenagers and I will not be surprised when it bombs, especially with teenagers. The people who like this film seem to be parents worried about their teenagers, and boy are they barking up the wrong tree if they think this film will help with ""understanding"" teen issues. I mean, what is the moral of this film? ""Hey guys, let's all look out for each other and hug each other"" GIVE ME A BREAK. Anyone who thinks you can get through to a 14 year old with that kind of message needs to think back. In the 1980s we were watching Kentucky Fried Movie, Xtro, Porky's, Evil Dead, Terminator, etc. This film will fall on deaf ears. <br /><br />2:37 is right up there with another Australian ""indepedent"" film, 'One Perfect Day,' which was as bad as this utter turkey of a film. Thank god no taxpayers money was spent on this boloney.<br /><br />AVOID!!!!"
39,40,0.09189092013060701,0.0338795704147036,0.3,3434,"I was an extra on this film but wish i wasn't because its rubbish. the worst thing about this film is the music but the acting, script, editing, directing and story are terrible as well. the main reason its bad is because the budget is so low and the only way to make good film on a low budget is to have a good script. the script which should have been ripped up before the film was made isn't funny, i didn't laugh once. what did make me laugh is how makers probably think the most important thing was getting the film made, who cares if its total rubbish. the film needed about million pound more budget and a better writer. the only reason i didn't give the film one out of ten is because i felt sorry for the guy who is gonna lose a few hundred grand making this, if you do go and see it just make sure your drunk at the time. ha ha"
40,41,0.07651077290380404,0.5055675524244615,0.96,893,I have to say this is my favorite movie of all time. I have seen it well over 100 times (actually had to buy a new copy as a result of overwatching) It is what the eighties was like and what a romantic story with a few morals thrown in. I highly recommend to anyone wanting to relive the high schools days again. Buy a copy now it is a classic!!!!
41,42,0.14786102003055002,0.0010606158793513565,0.65,443,"This movie surprised me. The box is misleading, the tagline is misleading and the costumes and tone of the film are misleading. The movie is quite gory, well-acted and beautifully shot. The special-effects are top-notch and seem to be ahead of their time, until you realize this movie came out in 1979, not in 1963 like it's tone would suggest. It is a unique take on the Dr. Moreau story, and one of the better versions filmed. The first fifteen minutes are the highlight and the most shocking, but the film doesn't ever really fall apart. Definitely worth-seeing if you are a fan of dramatic costume/horror classics and gore-fests."
42,43,0.07651077290380404,0.02517025024185815,0.74,783,"Three American lads are backpacking their way around Europe, challenging each other to accumulate as many daredevil stunts and Hot babe lays as they can, But Andy seeks true love. He finds this during their bungee-jump attempt on the Eiffel Tower, when he comes across and breathtakingly saves a suicidal and heart-burstingly beautiful Julie Delpy. His attempts to find this girl and the secret he uncovers lead he and his friends into an fast paced adventure full of action, romance, gore, and inspired humor, without ever taking itself to seriously, or striving to be anything other than a wildly entertaining 90 minute ride. I have seen this film a number of times and found it a much more rewarding experience than the 'London' original, although both films are so different it is not fair to compare the two or even to consider this a sequel."
43,44,0.07651077290380404,0.8299874959884423,0.89,644,"I won't bore you with any synopsis, chances are you already know them. And hopefully you are already familiar with Park Chan-Wook's work.<br /><br />I STRONGLY disagree with some of the other commentators in saying that ""Park has not moved on from the vengeance trilogy blah blah blah."" Because you know what? He HAS!!! The vengeance trilogy were different from each other in style to begin with, how can you even compare the sombreness and subtlety of ""Sympathy For Mr Vengeance"" with the frantic and extravagance of ""Oldboy""? Park Chan-Wook has incredible style, but his movies don't all share the SAME style! That has been true and remains true with the release of ""Thirst"". <br /><br />""Thirst"" is an incredible picture, it literally has EVERYTHING you want in a movie. Jaw-dropping violence, tasteful gore, great humour, incredible suspense and even very realistic sex scenes. The story is so crazy that at no point can you guess what will happen next. I'm so happy to say that Park is back in top form with this fantastic dark-comic-vampire-love-story. Watch it as soon as you can!"
44,45,0.07651077290380404,0.4574046812484909,0.78,536,"When I was younger, and today, Mr. Bean is a work of genius. Three-time BAFTA nominated Rowan Atkinson stars as the almost silent (miming) human looking alien dropped onto Earth causing chaos and mischief wherever he goes. He has tried to do an exam, put his pants on in front of blind man (he didn't know he was blind), gone to church, tried to dive at a swimming pool, made lunch on a park bench, seen a scary movie, changed in his car, had a picnic with a fly intruding, spent Christmas with his girlfriend (Matilda Ziegler), looked after a baby in Portsmouth, been to Room 426 of The Queens Hotel in Portsmouth, won a pet contest with his Teddy, driven on top of his Mini on a new chair, and even met and knocked out the Queen. Guests included Rudolph Walker, Richard Briers, Angus Deayton, Nick Hancock from They Think It's All Over, Caroline Quentin, The Day Today's David Schneider, Richard Wilson, The Fast Show's Eryl Maynard and The Vicar of Dibley's Roger Lloyd-Pack. It was nominated the BAFTAs for Best Comedy (Programme or Series) and Best Light Entertainment Programme. Rowan Atkinson was number 18 on The 50 Greatest British Actors, he was number 24 on The Comedians' Comedian, and he was number 8 on Britain's Favourite Comedian. Outstanding!"
45,46,0.07651077290380404,0.5487482385299924,0.55,568,"Un Gatto nel Cervello, or Nightmare Concert as it's more commonly know amongst English speaking audiences, starts as horror film director Lucio Fulci (played by the man himself Lucio Fulci) goes to lunch after filming a very gory & violent scene, however he orders steak & has a horrible vision relating to cannibalism. The grotesque visions, hallucinations & dreams continue & begin to affect his mental state, Fulci decides to seek help & contacts Professor Egon Schwarz (Dvid L. Thompson) for psychiatric help. Schwarz claims that Fulci cannot separate fantasy from reality & agrees to help him, however Schwarz has a more sinister ulterior motive as a serial killer starts to brutally kill prostitutes & Fulci thinks he might be responsible....<br /><br />This Italian production was co-written & directed by Lucio Fulci who also stars in the film as a horror film director named Lucio Fulci which doesn't really feel like a lot of effort went into it, anyway Un Gatto nel Cervello is gory if nothing else & for that alone I rather liked it. The script by Fulci, John Fitzsimmons, Giovanni Simonelli & Antonio Tentori is nothing more than a threadbare excuse to edit together lots of gory footage from other Italian films. It serves it's purpose well enough I suppose & to see Fulci on screen has a certain fascination if your a fan of his or are familiar with his films, the ending is very rushed almost as if they ran out of money as it just has a policeman telling Fulci they killed the killer & that's it. Another thing about that ending when the two cops put the white sheet over the dead killer in the field & then they walk away leaving it there without any other police presence, I mean would the police in Italy just leave a dead body in the middle of a field on it's own? It moves along at a good pace & if you like your gore then you have to see this although if you don't like gore then you'll hate it with a passion, it all depends on your disposition so the choice folks is yours.<br /><br />Director Fulci was never the most artistically adept filmmaker & it shows here as his footage is bland, flat & looks like it was shot for TV, the footage from the other films (7 in total) doesn't match the stuff Fulci shot & it is obvious that this has been pieced together from different films. If your looking for gore you've hit the jackpot, people are dismembered with chainsaws, put through meat grinders, faces are melted, there are a few decapitations, there are some slit throats, someones body is gorily crushed under a car, a tongue is ripped out, someone has their throat crushed as a wheelchair runs over it, there are loads of stabbings, someone has their guts removed with a hook, there's a rotten corpse complete with maggots, someone hand is cut off, someone has their head bashed in & their eye falls out, a gory death by piano wire as it slices through someones throat, there are loads of severed limbs, gallons of blood splashed around & a scene of some cats eating brains & there's more as well. Having said that some of the special effects are a bit fake & look cheesy.<br /><br />With a supposed budget of around $100,000 it shows, this is pretty cheap looking, it has no visual style or artistic merit but then again why would you want those when you can see a Nazi orgy sequence & wall-to-wall gore? The acting in this is terrible including Fulci.<br /><br />Un Gatto nel Cervello is a top film if your a gore-hound like me, however if your looking for something with a little bit more substance or indeed any substance then this ones not for you. This is the sort of film which divides people straight down the middle, you'll either love what it does or hate it."
46,47,0.14786102003055002,0.010772694122018422,0.9,467,"i hate vampire movies. with that said, this one was very interesting to me. i do want to point out one thing tho. ""bakjwi"" literally means bat in korean and we all know that in many classic vampire stories, you see count Dracula or vampires turning into a bat and fly away or wuheva. We also know that bats are mammals that can fly thus many categorizes them to be ""exceptional."" As I watched the film, I realized that the theme of bat is deeply embedded in this movie more than just to make the bat-vampire connection.<br /><br />Duality of human nature = if you ever read aesop's fables, there is this one fable where mammals and birds are fighting and a bat just can't seem to take a side and it tries to play both sides to his advantage. Mammals and birds find out what this bat has been doing and banish the bat out of their lands at the end of the story.<br /><br />the two contradicting sides of human nature are constantly at battle throughout the film ex. sang-hyun's blind priest friend, sang-hyun's effort to quench thirst and his sexual desire, tae-ju playing both sides, her ordinary boring life vs. her thrill seeking vampire adventure, etc (won't ruin too much, u have to watch the film) and this theme is beautifully presented on a plate with delicious sides of romance, sex, violence, religion, dark-comedy,tragedy, vengeance, you name it!<br /><br />i feel like many would find this movie boring and too long, but this film is very fresh and new, something that i haven't seen b4 yet. I wouldn't say this is CW Park's best work, but it is mos. def. the strangest to comprehend yet darkly intriguing!"
47,48,0.07651077290380404,0.17909381917244538,0.84,549,"...the last time I laughed this much. It's a testament to the talent of Rowan Atkinson that he has managed to create a comic character with several layers and a clearly defined personality - without hardly ever speaking a word. The whole success of the program rests on Atkinson's shoulders, but he carries it with ease. Despite the fact that the show only ran for one season, anyone even vaguely in touch with pop culture recognizes the rubber-faced social 'tard, so great is the talent and effort put into the performance. At times exasperating, at times lovable, Mr Bean is an innocent, unlucky chap who also happens to be evil incarnate. The brilliance of this character cannot be put into words, you have to see for yourself.<br /><br />The show gets almost too depressing at times, like in the infamous New Year's Eve sketch, or when Bean celebrates his birthday by going alone to a restaurant, offering himself a congratulatory card signed by himself, and being served a stake he doesn't quite fancy. Still, there are times when you can't help but feel impressed by the inventive methods by which Bean gets himself out of trouble, like when he disposes of said stake in numerous clever-ish ways, or when he changes into swimming trunks without taking his trousers off first! Whatever your reaction to Bean and his unorthodox lifestyle, you're bound to throw fits of laughter while watching. <br /><br />Finally, I'd like to point out that although ""Bean"" is classified as a program for children, it is just as enjoyable for any grown-up with a sense of humour. Because the more ""adult"" jokes will go over the heads of the little ones and the intelligent slapstick (yes, there is such a thing) is funny no matter what age you are, ""Bean"" is the truest definition of a family show. This is justly a classic and it always brightens up my day."
48,49,0.6300886210305499,0.11584056421588151,0.85,3,"Despite the title and unlike some other stories about love and war, this film isn't too sticky and pink, because love is as a rose: With thorns, that is. The four leading actors set their characters realistic and with a good sense and balance between the tragic and the down-to-earth. <br /><br />The music and lyrics of the cabaret/chanson-esquire songs (sung b Keira Knightley herself) drag the viewer deeper and deeper in the film, from one place to another, between the brutal war and amongst the peaceful love. Some people may find it too much a biopic, but it ís mostly a romantic story, even though it consequently follows the life of Dylan Thomas and the triangular relationship which is steeped by joy and jealousy. <br /><br />London gets visualized from another angle for once, the bohemian life of Dylan during the bombings of the Germans is set in a floating atmosphere of small bedrooms, pubs and bars. The independent women, the soldier and the charismatic poet are constantly swept in both feelings of love and anger. <br /><br />Maybe the end is too twisted and hangs somewhat loosely to the rest of the film, but all in all this is a great romantic story."
49,50,0.0,0.27938708941251855,0.16,2345,"This film was sheer boredom from beginning to end. Ok, so i salute Boorman for raising the worldwide recognition of events in Burma, but that is all he achieves. About 10 minutes into the film i thought ""oh no, here we go again"", and i could have told you exactly what was going to occur in the next 80 minutes or so. Patricia Arquette was out of her depth in such a role, and her acting was wooden and unconvincing. Mind you, being saddled with such an awfully conventional script, maybe boredom set in, and was such reflected on the screen. A lot of the film was just plain laughable. At one stage, Arquette's elderly companion is shot, and he is prostrate on the ground. In the next scene, he is sprinting through the forest, obviously attempting to break the world 100 meters record! - or maybe he's just trying to run away from Boorman!!. If you find it hard to sleep one night then play Beyond Rangoon on your VCR and you'll be snoring in no time. I very rarely critisize a film as heavily as this, but in this case it is completely justified."
